"HaulID","Stratum","LAT","LON","Depth","Year","wtcpue","Season","Species"
1989525,41,32.295,-80.38,8,1989,0,"Fall","Loligo Squid"
1989529,43,32.397,-80.283,9,1989,0,"Fall","Loligo Squid"
1990371,57,33.715,-77.885,8,1990,0,"Fall","Loligo Squid"
1990373,57,33.738,-77.895,8,1990,0,"Fall","Loligo Squid"
1990375,57,33.793,-77.913,8,1990,0.0015526437009474,"Fall","Loligo Squid"
1990377,57,33.912,-77.912,8,1990,0.0061275091749846,"Fall","Loligo Squid"
1990379,59,34.048,-77.88,9,1990,0.0037289395958463,"Fall","Loligo Squid"
1990381,47,32.808,-79.672,6,1990,0,"Fall","Loligo Squid"
1990383,47,32.838,-79.648,6,1990,0,"Fall","Loligo Squid"
1990385,47,32.888,-79.513,6,1990,0,"Fall","Loligo Squid"
1990387,47,32.91,-79.438,8,1990,0.10950352558809,"Fall","Loligo Squid"
1990389,49,32.948,-79.388,7,1990,0,"Fall","Loligo Squid"
1990393,59,34.192,-77.77,6,1990,0.0236096989205185,"Fall","Loligo Squid"
1990401,61,34.45,-77.453,9,1990,0.176969220760755,"Fall","Loligo Squid"
1990405,67,35.092,-75.935,8,1990,0.155524220106812,"Fall","Loligo Squid"
1990407,67,35.137,-75.838,8,1990,0.0949435017262533,"Fall","Loligo Squid"
1990411,65,34.987,-76.107,8,1990,0.0038271191352103,"Fall","Loligo Squid"
1990413,65,34.793,-76.34,8,1990,0.0066737645940627,"Fall","Loligo Squid"
1990419,63,34.653,-76.617,8,1990,0,"Fall","Loligo Squid"
1990429,49,32.983,-79.268,8,1990,0.0309610236930718,"Fall","Loligo Squid"
1990431,49,33.058,-79.147,8,1990,0.420835421499379,"Fall","Loligo Squid"
1990433,49,33.048,-79.1,7,1990,0.617833384966097,"Fall","Loligo Squid"
1990435,49,33.068,-79.155,9,1990,0.0626551612781467,"Fall","Loligo Squid"
1990437,49,33.137,-79.148,8,1990,0,"Fall","Loligo Squid"
1990439,49,33.22,-79.137,7,1990,0,"Fall","Loligo Squid"
1990441,51,33.303,-79.122,9,1990,0,"Fall","Loligo Squid"
1990443,51,33.323,-79.12,7,1990,0,"Fall","Loligo Squid"
1990445,55,33.783,-77.965,9,1990,0.0335737058710764,"Fall","Loligo Squid"
1990449,55,33.905,-78.188,8,1990,0,"Fall","Loligo Squid"
1990451,55,33.903,-78.273,9,1990,0,"Fall","Loligo Squid"
1990453,55,33.902,-78.315,9,1990,0,"Fall","Loligo Squid"
1990457,45,32.622,-79.892,8,1990,0,"Fall","Loligo Squid"
1990459,45,32.598,-79.947,6,1990,0,"Fall","Loligo Squid"
1990461,43,32.548,-80.073,7,1990,0,"Fall","Loligo Squid"
1990463,43,32.492,-80.178,8,1990,0,"Fall","Loligo Squid"
1990465,43,32.407,-80.277,8,1990,0,"Fall","Loligo Squid"
1990471,41,32.28,-80.443,7,1990,0,"Fall","Loligo Squid"
1990473,33,31.043,-81.298,9,1990,0,"Fall","Loligo Squid"
1990475,33,30.927,-81.315,7,1990,0,"Fall","Loligo Squid"
1990477,33,30.932,-81.305,8,1990,0,"Fall","Loligo Squid"
1990479,33,30.882,-81.312,8,1990,0,"Fall","Loligo Squid"
1990481,31,30.765,-81.408,7,1990,0,"Fall","Loligo Squid"
1990483,31,30.752,-81.435,6,1990,0,"Fall","Loligo Squid"
1990485,31,30.773,-81.4,7,1990,0,"Fall","Loligo Squid"
1990487,23,28.95,-80.823,9,1990,0,"Fall","Loligo Squid"
1990489,23,29.02,-80.868,9,1990,0,"Fall","Loligo Squid"
1990491,25,29.232,-80.997,7,1990,0,"Fall","Loligo Squid"
1990493,25,29.38,-81.067,8,1990,0,"Fall","Loligo Squid"
1990495,27,29.6,-81.17,8,1990,0,"Fall","Loligo Squid"
1990497,27,29.76,-81.237,8,1990,0,"Fall","Loligo Squid"
1990499,29,29.96,-81.292,9,1990,0,"Fall","Loligo Squid"
1990501,29,30.33,-81.382,9,1990,0,"Fall","Loligo Squid"
1990503,35,31.217,-81.233,5,1990,0,"Fall","Loligo Squid"
1990505,35,31.308,-81.2,6,1990,0,"Fall","Loligo Squid"
1990507,35,31.38,-81.155,9,1990,0,"Fall","Loligo Squid"
1990509,37,31.43,-81.107,10,1990,0,"Fall","Loligo Squid"
1990511,37,31.453,-81.088,9,1990,0,"Fall","Loligo Squid"
1990513,37,31.582,-81.07,6,1990,0,"Fall","Loligo Squid"
1990515,37,31.585,-81.09,6,1990,0,"Fall","Loligo Squid"
1990519,53,33.817,-78.557,8,1990,0,"Fall","Loligo Squid"
1990521,53,33.803,-78.617,7,1990,0,"Fall","Loligo Squid"
1990523,53,33.79,-78.638,8,1990,0.0046070065109281,"Fall","Loligo Squid"
1990525,53,33.79,-78.683,8,1990,0,"Fall","Loligo Squid"
1990527,51,33.608,-78.923,8,1990,0,"Fall","Loligo Squid"
1990529,51,33.415,-79.097,7,1990,0,"Fall","Loligo Squid"
1990531,51,33.373,-79.12,8,1990,0,"Fall","Loligo Squid"
1990533,51,33.353,-79.108,7,1990,0,"Fall","Loligo Squid"
1990535,51,33.345,-79.117,7,1990,0.004906088723751,"Fall","Loligo Squid"
1990537,51,33.32,-79.12,8,1990,0,"Fall","Loligo Squid"
1990539,39,31.85,-80.888,9,1990,0,"Fall","Loligo Squid"
1990541,39,31.968,-80.752,9,1990,0.0238495967659323,"Fall","Loligo Squid"
1990543,41,32.072,-80.752,7,1990,0,"Fall","Loligo Squid"
1990545,41,32.172,-80.53,7,1990,0,"Fall","Loligo Squid"
1990547,41,32.237,-80.532,6,1990,0,"Fall","Loligo Squid"
1991367,45,32.627,-79.883,8,1991,0.0058316451233295,"Fall","Loligo Squid"
1991369,45,32.597,-79.95,6,1991,0,"Fall","Loligo Squid"
1991371,43,32.548,-80.07,7,1991,0,"Fall","Loligo Squid"
1991373,43,32.495,-80.16,9,1991,0.0043819044195304,"Fall","Loligo Squid"
1991375,43,32.407,-80.277,9,1991,0,"Fall","Loligo Squid"
1991377,33,31.058,-81.29,10,1991,0,"Fall","Loligo Squid"
1991379,33,30.943,-81.313,9,1991,0,"Fall","Loligo Squid"
1991381,47,32.807,-79.673,8,1991,0,"Fall","Loligo Squid"
1991383,47,32.84,-79.645,8,1991,0.0031545573756742,"Fall","Loligo Squid"
1991385,47,32.898,-79.51,8,1991,0,"Fall","Loligo Squid"
1991387,47,32.918,-79.432,8,1991,0.0730135546607099,"Fall","Loligo Squid"
1991389,49,32.955,-79.377,7,1991,0.0117633051345355,"Fall","Loligo Squid"
1991391,51,33.302,-79.122,9,1991,0.0027658766192327,"Fall","Loligo Squid"
1991393,51,33.323,-79.12,9,1991,0,"Fall","Loligo Squid"
1991395,51,33.32,-79.118,10,1991,0.0076779084112791,"Fall","Loligo Squid"
1991397,49,33.222,-79.135,9,1991,0,"Fall","Loligo Squid"
1991399,49,33.137,-79.148,9,1991,0.198211022127835,"Fall","Loligo Squid"
1991401,49,33.068,-79.155,10,1991,0.983793696518199,"Fall","Loligo Squid"
1991403,49,33.05,-79.098,9,1991,0.124833478580133,"Fall","Loligo Squid"
1991405,49,33.058,-79.147,8,1991,1.20444402644639,"Fall","Loligo Squid"
1991407,49,33,-79.262,9,1991,0.0387182977823643,"Fall","Loligo Squid"
1991413,57,33.712,-77.887,8,1991,0,"Fall","Loligo Squid"
1991415,57,33.737,-77.898,8,1991,0,"Fall","Loligo Squid"
1991417,57,33.79,-77.913,8,1991,0,"Fall","Loligo Squid"
1991419,57,33.908,-77.915,9,1991,0,"Fall","Loligo Squid"
1991421,59,34.048,-77.873,11,1991,0,"Fall","Loligo Squid"
1991423,59,34.195,-77.768,8,1991,0,"Fall","Loligo Squid"
1991425,67,35.133,-75.842,10,1991,0.0588928863613282,"Fall","Loligo Squid"
1991429,67,35.093,-75.933,9,1991,0.477110308376108,"Fall","Loligo Squid"
1991433,65,34.985,-76.105,9,1991,0.178080949883256,"Fall","Loligo Squid"
1991435,65,34.803,-76.33,9,1991,0.0189679809289173,"Fall","Loligo Squid"
1991437,63,34.653,-76.618,8,1991,0,"Fall","Loligo Squid"
1991439,63,34.502,-76.498,10,1991,0,"Fall","Loligo Squid"
1991441,61,34.61,-77.118,10,1991,0.0174818667741251,"Fall","Loligo Squid"
1991445,51,33.343,-79.12,8,1991,0.0557097792067796,"Fall","Loligo Squid"
1991447,51,33.352,-79.108,8,1991,0.0979382079243206,"Fall","Loligo Squid"
1991449,51,33.37,-79.12,8,1991,0,"Fall","Loligo Squid"
1991451,51,33.418,-79.1,8,1991,0.0150441585675759,"Fall","Loligo Squid"
1991453,51,33.608,-78.928,9,1991,0,"Fall","Loligo Squid"
1991455,55,33.782,-77.968,9,1991,0,"Fall","Loligo Squid"
1991459,55,33.895,-78.192,9,1991,0,"Fall","Loligo Squid"
1991461,55,33.887,-78.285,10,1991,0,"Fall","Loligo Squid"
1991463,55,33.887,-78.328,9,1991,0.0012719169007647,"Fall","Loligo Squid"
1991469,53,33.818,-78.553,9,1991,0,"Fall","Loligo Squid"
1991471,53,33.802,-78.613,8,1991,0.0042571633568563,"Fall","Loligo Squid"
1991473,53,33.79,-78.64,9,1991,0.0031621903663904,"Fall","Loligo Squid"
1991475,53,33.792,-78.685,9,1991,0.0048503732858361,"Fall","Loligo Squid"
1991479,39,31.968,-80.75,10,1991,0.0420098997125854,"Fall","Loligo Squid"
1991481,39,31.853,-80.885,9,1991,0,"Fall","Loligo Squid"
1991483,37,31.592,-81.053,9,1991,0,"Fall","Loligo Squid"
1991485,37,31.587,-81.088,8,1991,0,"Fall","Loligo Squid"
1991487,37,31.465,-81.08,11,1991,0,"Fall","Loligo Squid"
1991489,37,31.442,-81.09,11,1991,0.0078101678163883,"Fall","Loligo Squid"
1991491,35,31.388,-81.145,8,1991,0.0023240318471643,"Fall","Loligo Squid"
1991493,21,28.91,-80.795,9,1991,0,"Fall","Loligo Squid"
1991495,21,28.923,-80.807,8,1991,0,"Fall","Loligo Squid"
1991497,23,28.948,-80.822,9,1991,0.0027256437968232,"Fall","Loligo Squid"
1991499,23,29.01,-80.863,8,1991,0,"Fall","Loligo Squid"
1991501,25,29.233,-80.997,7,1991,0,"Fall","Loligo Squid"
1991503,25,29.38,-81.068,9,1991,0,"Fall","Loligo Squid"
1991505,27,29.598,-81.172,8,1991,0,"Fall","Loligo Squid"
1991507,27,29.758,-81.237,7,1991,0,"Fall","Loligo Squid"
1991509,29,29.958,-81.292,10,1991,0,"Fall","Loligo Squid"
1991511,29,30.33,-81.382,9,1991,0,"Fall","Loligo Squid"
1991513,31,30.775,-81.398,7,1991,0,"Fall","Loligo Squid"
1991515,31,30.763,-81.41,8,1991,0,"Fall","Loligo Squid"
1991517,31,30.752,-81.435,7,1991,0,"Fall","Loligo Squid"
1991519,33,30.883,-81.31,9,1991,0,"Fall","Loligo Squid"
1991521,33,30.933,-81.305,10,1991,0,"Fall","Loligo Squid"
1991523,35,31.215,-81.233,7,1991,0,"Fall","Loligo Squid"
1991525,35,31.293,-81.197,9,1991,0,"Fall","Loligo Squid"
1991527,41,32.072,-80.752,8,1991,0,"Fall","Loligo Squid"
1991529,41,32.173,-80.53,7,1991,0.456290941677185,"Fall","Loligo Squid"
1991531,41,32.235,-80.532,6,1991,0.0160477444564596,"Fall","Loligo Squid"
1991533,41,32.277,-80.467,6,1991,0,"Fall","Loligo Squid"
1991535,41,32.293,-80.387,8,1991,0.137831046163486,"Fall","Loligo Squid"
1992367,47,32.807,-79.673,8,1992,0.0560340726577526,"Fall","Loligo Squid"
1992369,47,32.83,-79.657,8,1992,0.001273638141825,"Fall","Loligo Squid"
1992371,47,32.888,-79.515,8,1992,0.0016131514795921,"Fall","Loligo Squid"
1992373,47,32.91,-79.437,9,1992,0.0891949666173668,"Fall","Loligo Squid"
1992375,49,32.947,-79.388,7,1992,0.0430362771042548,"Fall","Loligo Squid"
1992377,49,32.983,-79.267,9,1992,0.0505311420634868,"Fall","Loligo Squid"
1992379,49,33.058,-79.147,9,1992,0.918205272414361,"Fall","Loligo Squid"
1992381,59,34.18,-77.777,10,1992,0.21974125337796,"Fall","Loligo Squid"
1992389,61,34.448,-77.455,9,1992,0.0337510722726285,"Fall","Loligo Squid"
1992391,61,34.605,-77.137,9,1992,0.0866743844656107,"Fall","Loligo Squid"
1992393,67,35.135,-75.845,10,1992,0.283317496630305,"Fall","Loligo Squid"
1992397,67,35.093,-75.932,9,1992,0.518848319950586,"Fall","Loligo Squid"
1992401,65,34.983,-76.103,9,1992,0.147194105928996,"Fall","Loligo Squid"
1992403,65,34.802,-76.332,9,1992,0,"Fall","Loligo Squid"
1992409,63,34.493,-76.493,7,1992,0.0564641235239459,"Fall","Loligo Squid"
1992413,63,34.652,-76.6,7,1992,0.0365453645636482,"Fall","Loligo Squid"
1992421,59,34.059,-77.855,9,1992,0,"Fall","Loligo Squid"
1992423,57,33.912,-77.897,10,1992,0.171175795151758,"Fall","Loligo Squid"
1992425,57,33.8,-77.918,8,1992,0.046487209825599,"Fall","Loligo Squid"
1992427,57,33.748,-77.898,9,1992,0.0361935829898988,"Fall","Loligo Squid"
1992429,57,33.722,-77.892,8,1992,0.131574442955881,"Fall","Loligo Squid"
1992435,49,33.043,-79.11,7,1992,0.006093162600761,"Fall","Loligo Squid"
1992437,49,33.06,-79.163,8,1992,0.592238525522581,"Fall","Loligo Squid"
1992439,49,33.127,-79.16,8,1992,0.0093980687833809,"Fall","Loligo Squid"
1992441,49,33.213,-79.117,9,1992,0,"Fall","Loligo Squid"
1992443,51,33.302,-79.122,10,1992,0,"Fall","Loligo Squid"
1992445,51,33.305,-79.12,11,1992,0.0054921384052579,"Fall","Loligo Squid"
1992447,51,33.325,-79.12,9,1992,0.0045234081391721,"Fall","Loligo Squid"
1992449,51,33.343,-79.12,9,1992,0.0065764891440219,"Fall","Loligo Squid"
1992451,51,33.353,-79.107,9,1992,0.0033146153049111,"Fall","Loligo Squid"
1992453,55,33.783,-77.967,8,1992,0.0020679319776725,"Fall","Loligo Squid"
1992457,55,33.895,-78.19,8,1992,0.0646035943244089,"Fall","Loligo Squid"
1992459,55,33.887,-78.287,9,1992,0.110717582042185,"Fall","Loligo Squid"
1992461,55,33.887,-78.33,9,1992,0.0084032023907289,"Fall","Loligo Squid"
1992467,53,33.818,-78.555,9,1992,0.0117092388512857,"Fall","Loligo Squid"
1992469,53,33.8,-78.615,8,1992,0.0129756880332305,"Fall","Loligo Squid"
1992471,53,33.788,-78.64,8,1992,0.058525805582867,"Fall","Loligo Squid"
1992473,53,33.79,-78.683,8,1992,0.0030723583622261,"Fall","Loligo Squid"
1992475,51,33.608,-78.93,8,1992,0.0111241914144191,"Fall","Loligo Squid"
1992477,51,33.417,-79.098,8,1992,0.0201714043100103,"Fall","Loligo Squid"
1992479,51,33.385,-79.117,8,1992,0.055287464607502,"Fall","Loligo Squid"
1992481,43,32.405,-80.292,8,1992,0.0377623865111168,"Fall","Loligo Squid"
1992483,43,32.395,-80.287,9,1992,0.0344984686525796,"Fall","Loligo Squid"
1992485,43,32.492,-80.177,9,1992,0.116560968017968,"Fall","Loligo Squid"
1992487,43,32.553,-80.09,7,1992,0,"Fall","Loligo Squid"
1992489,45,32.597,-79.95,6,1992,0.0096505040142988,"Fall","Loligo Squid"
1992491,45,32.622,-79.893,8,1992,0.0563880837462705,"Fall","Loligo Squid"
1992493,37,31.592,-81.053,9,1992,0,"Fall","Loligo Squid"
1992495,37,31.587,-81.088,8,1992,0,"Fall","Loligo Squid"
1992497,37,31.465,-81.08,11,1992,0.0480944412120678,"Fall","Loligo Squid"
1992499,37,31.443,-81.092,11,1992,0.018136677227326,"Fall","Loligo Squid"
1992501,35,31.388,-81.143,8,1992,0.0409503810626653,"Fall","Loligo Squid"
1992503,35,31.307,-81.2,7,1992,0.0023589859992856,"Fall","Loligo Squid"
1992505,35,31.215,-81.233,6,1992,0,"Fall","Loligo Squid"
1992507,33,31.057,-81.292,7,1992,0,"Fall","Loligo Squid"
1992509,33,30.947,-81.305,8,1992,0.20494896852519,"Fall","Loligo Squid"
1992511,21,28.91,-80.795,11,1992,0,"Fall","Loligo Squid"
1992513,21,28.922,-80.807,6,1992,0,"Fall","Loligo Squid"
1992515,23,28.948,-80.822,10,1992,0,"Fall","Loligo Squid"
1992517,23,29.01,-80.863,8,1992,0,"Fall","Loligo Squid"
1992519,25,29.235,-80.998,6,1992,0,"Fall","Loligo Squid"
1992521,25,29.38,-81.068,8,1992,0,"Fall","Loligo Squid"
1992523,27,29.6,-81.17,10,1992,0,"Fall","Loligo Squid"
1992525,27,29.76,-81.238,7,1992,0,"Fall","Loligo Squid"
1992527,29,29.96,-81.292,10,1992,0,"Fall","Loligo Squid"
1992529,29,30.332,-81.382,8,1992,0,"Fall","Loligo Squid"
1992531,39,31.843,-80.895,9,1992,0.0715117767576504,"Fall","Loligo Squid"
1992533,39,31.967,-80.765,10,1992,0.0305379434232685,"Fall","Loligo Squid"
1992535,41,32.063,-80.763,8,1992,0,"Fall","Loligo Squid"
1992537,41,32.173,-80.53,9,1992,0.377766614726472,"Fall","Loligo Squid"
1992539,41,32.237,-80.53,7,1992,0.855650460088545,"Fall","Loligo Squid"
1992541,41,32.277,-80.465,6,1992,0,"Fall","Loligo Squid"
1992545,31,30.763,-81.422,8,1992,0,"Fall","Loligo Squid"
1992547,31,30.753,-81.417,8,1992,0,"Fall","Loligo Squid"
1992549,31,30.775,-81.4,7,1992,0,"Fall","Loligo Squid"
1992551,33,30.883,-81.312,10,1992,0.03753999630222,"Fall","Loligo Squid"
1992553,33,30.927,-81.315,7,1992,0,"Fall","Loligo Squid"
1993367,47,32.807,-79.673,8,1993,0,"Fall","Loligo Squid"
1993369,47,32.83,-79.657,7,1993,0,"Fall","Loligo Squid"
1993371,47,32.888,-79.515,7,1993,0,"Fall","Loligo Squid"
1993373,47,32.91,-79.437,8,1993,0.0035675181341546,"Fall","Loligo Squid"
1993375,49,32.947,-79.387,7,1993,0,"Fall","Loligo Squid"
1993377,59,34.187,-77.79,9,1993,0,"Fall","Loligo Squid"
1993385,61,34.458,-77.467,10,1993,0,"Fall","Loligo Squid"
1993387,61,34.617,-77.147,8,1993,0,"Fall","Loligo Squid"
1993391,63,34.497,-76.498,10,1993,0,"Fall","Loligo Squid"
1993395,63,34.665,-76.612,6,1993,0.0143750163480225,"Fall","Loligo Squid"
1993399,67,35.135,-75.84,10,1993,0.387171315601977,"Fall","Loligo Squid"
1993403,67,35.098,-75.938,9,1993,0.62714477861548,"Fall","Loligo Squid"
1993405,65,34.992,-76.112,8,1993,0.0344045958510389,"Fall","Loligo Squid"
1993407,65,34.81,-76.34,10,1993,0,"Fall","Loligo Squid"
1993417,59,34.048,-77.86,8,1993,0,"Fall","Loligo Squid"
1993419,49,33.218,-79.138,8,1993,0,"Fall","Loligo Squid"
1993421,49,33.135,-79.15,9,1993,0,"Fall","Loligo Squid"
1993423,49,33.067,-79.157,9,1993,0.289136112736938,"Fall","Loligo Squid"
1993425,49,33.07,-79.162,9,1993,0.0807501399141011,"Fall","Loligo Squid"
1993427,49,33.048,-79.1,8,1993,1.32655216656202,"Fall","Loligo Squid"
1993429,49,32.993,-79.265,9,1993,0.0418386923328568,"Fall","Loligo Squid"
1993431,45,32.627,-79.883,9,1993,0.0008851915259941,"Fall","Loligo Squid"
1993433,45,32.597,-79.95,7,1993,0,"Fall","Loligo Squid"
1993435,43,32.55,-80.072,8,1993,0.0244927188144531,"Fall","Loligo Squid"
1993437,43,32.495,-80.158,9,1993,0,"Fall","Loligo Squid"
1993439,43,32.405,-80.292,7,1993,0,"Fall","Loligo Squid"
1993441,33,31.055,-81.29,8,1993,0,"Fall","Loligo Squid"
1993443,33,30.93,-81.303,10,1993,0,"Fall","Loligo Squid"
1993445,33,30.94,-81.312,9,1993,0,"Fall","Loligo Squid"
1993447,33,30.897,-81.313,10,1993,0,"Fall","Loligo Squid"
1993449,31,30.782,-81.383,6,1993,0,"Fall","Loligo Squid"
1993451,31,30.76,-81.408,9,1993,0,"Fall","Loligo Squid"
1993453,31,30.75,-81.433,7,1993,0,"Fall","Loligo Squid"
1993455,21,28.905,-80.797,7,1993,0,"Fall","Loligo Squid"
1993457,21,28.92,-80.808,6,1993,0,"Fall","Loligo Squid"
1993459,23,28.945,-80.823,10,1993,0,"Fall","Loligo Squid"
1993461,23,29.007,-80.863,8,1993,0,"Fall","Loligo Squid"
1993463,25,29.228,-80.998,5,1993,0,"Fall","Loligo Squid"
1993465,25,29.378,-81.068,9,1993,0,"Fall","Loligo Squid"
1993467,27,29.595,-81.17,9,1993,0,"Fall","Loligo Squid"
1993469,27,29.757,-81.237,6,1993,0,"Fall","Loligo Squid"
1993471,29,29.957,-81.29,10,1993,0,"Fall","Loligo Squid"
1993473,29,30.327,-81.382,9,1993,0,"Fall","Loligo Squid"
1993475,43,32.405,-80.277,9,1993,0.0021744961953538,"Fall","Loligo Squid"
1993477,41,32.298,-80.368,8,1993,0.016355004784859,"Fall","Loligo Squid"
1993479,41,32.278,-80.443,7,1993,0,"Fall","Loligo Squid"
1993481,41,32.238,-80.507,8,1993,0,"Fall","Loligo Squid"
1993483,41,32.187,-80.532,9,1993,0.169665601707429,"Fall","Loligo Squid"
1993485,41,32.06,-80.76,8,1993,0,"Fall","Loligo Squid"
1993487,35,31.213,-81.232,7,1993,0,"Fall","Loligo Squid"
1993489,35,31.29,-81.195,9,1993,0,"Fall","Loligo Squid"
1993491,35,31.377,-81.155,9,1993,0.28239983403108,"Fall","Loligo Squid"
1993493,37,31.432,-81.102,8,1993,0.170430866859943,"Fall","Loligo Squid"
1993495,37,31.453,-81.087,8,1993,0.0790933976182498,"Fall","Loligo Squid"
1993497,37,31.57,-81.072,6,1993,0.0010997041857219,"Fall","Loligo Squid"
1993499,37,31.582,-81.068,6,1993,0.0041862154747543,"Fall","Loligo Squid"
1993501,39,31.842,-80.89,10,1993,0.352232245468518,"Fall","Loligo Squid"
1993503,39,31.965,-80.765,10,1993,1.81544326988125,"Fall","Loligo Squid"
1993505,51,33.602,-78.937,9,1993,0.0028742932803398,"Fall","Loligo Squid"
1993507,53,33.792,-78.685,9,1993,0.186353055491811,"Fall","Loligo Squid"
1993509,53,33.79,-78.658,9,1993,0.0801106469501596,"Fall","Loligo Squid"
1993511,53,33.808,-78.632,8,1993,0.121978204075491,"Fall","Loligo Squid"
1993513,53,33.822,-78.557,9,1993,0.0945139255459189,"Fall","Loligo Squid"
1993515,55,33.888,-78.345,9,1993,0.0009073183609794,"Fall","Loligo Squid"
1993517,55,33.89,-78.303,9,1993,0.0035070150753756,"Fall","Loligo Squid"
1993519,55,33.897,-78.195,8,1993,0,"Fall","Loligo Squid"
1993521,57,33.908,-77.92,10,1993,0,"Fall","Loligo Squid"
1993523,57,33.8,-77.922,9,1993,0,"Fall","Loligo Squid"
1993525,57,33.743,-77.903,10,1993,0,"Fall","Loligo Squid"
1993527,57,33.72,-77.897,9,1993,0.0291027672748361,"Fall","Loligo Squid"
1993533,55,33.77,-77.965,8,1993,0.0110818475691855,"Fall","Loligo Squid"
1993541,51,33.415,-79.098,9,1993,0.260593660736098,"Fall","Loligo Squid"
1993543,51,33.385,-79.118,8,1993,0.251611418653507,"Fall","Loligo Squid"
1993545,51,33.358,-79.122,8,1993,0.517019835074798,"Fall","Loligo Squid"
1993547,51,33.348,-79.105,9,1993,0.457371798328823,"Fall","Loligo Squid"
1993549,51,33.327,-79.12,8,1993,0.0455603720914982,"Fall","Loligo Squid"
1993551,51,33.32,-79.122,8,1993,0.0119305264085946,"Fall","Loligo Squid"
1993553,51,33.302,-79.123,9,1993,0.0071397565533357,"Fall","Loligo Squid"
1994367,47,32.807,-79.673,8,1994,0,"Fall","Loligo Squid"
1994369,47,32.83,-79.655,7,1994,0.0172064732952553,"Fall","Loligo Squid"
