Dataset: Southeast US Fall,,,,,,
Species Name: Atlantic brief squid (Lolliguncula brevis),,,,,,
,,,,,,
HaulID,Stratum,LAT,LON,Depth,Year,wtcpue
1989523,41,32.275,-80.467,5,1989,0.688445983181325
1989525,41,32.295,-80.38,8,1989,0.649094369769311
1989529,43,32.397,-80.283,9,1989,1.89129758642489
1990371,57,33.715,-77.885,8,1990,0
1990373,57,33.738,-77.895,8,1990,0
1990375,57,33.793,-77.913,8,1990,0.0133083745795493
1990377,57,33.912,-77.912,8,1990,0
1990379,59,34.048,-77.88,9,1990,0.104410308683697
1990381,47,32.808,-79.672,6,1990,0.138985096566131
1990383,47,32.838,-79.648,6,1990,0.203805654896465
1990385,47,32.888,-79.513,6,1990,0.204513186623219
1990387,47,32.91,-79.438,8,1990,0.0177204875433008
1990389,49,32.948,-79.388,7,1990,0.0097542555554605
1990393,59,34.192,-77.77,6,1990,0.0437643199502295
1990401,61,34.45,-77.453,9,1990,0.0805256771715605
1990405,67,35.092,-75.935,8,1990,0.18487812919982
1990407,67,35.137,-75.838,8,1990,0.417952346223507
1990411,65,34.987,-76.107,8,1990,0.119734155801581
1990413,65,34.793,-76.34,8,1990,0.0645130577426068
1990419,63,34.653,-76.617,8,1990,0.0155877428512057
1990429,49,32.983,-79.268,8,1990,0.0710282308252823
1990431,49,33.058,-79.147,8,1990,0.0087866736357013
1990433,49,33.048,-79.1,7,1990,0
1990435,49,33.068,-79.155,9,1990,0.0103562250046524
1990437,49,33.137,-79.148,8,1990,0.270803909426693
1990439,49,33.22,-79.137,7,1990,0.119029519575972
1990441,51,33.303,-79.122,9,1990,0.112885549287687
1990443,51,33.323,-79.12,7,1990,0.187470679413839
1990445,55,33.783,-77.965,9,1990,0.0903907465759749
1990449,55,33.905,-78.188,8,1990,0.349738945374388
1990451,55,33.903,-78.273,9,1990,1.15571501515042
1990453,55,33.902,-78.315,9,1990,0.401232908392828
1990457,45,32.622,-79.892,8,1990,0.0881918516751674
1990459,45,32.598,-79.947,6,1990,0.167675648318001
1990461,43,32.548,-80.073,7,1990,0.374445658170379
1990463,43,32.492,-80.178,8,1990,0.361475058183037
1990465,43,32.407,-80.277,8,1990,0.258725906618797
1990471,41,32.28,-80.443,7,1990,0.138024524858269
1990473,33,31.043,-81.298,9,1990,0.13063187706497
1990475,33,30.927,-81.315,7,1990,0.454672506131006
1990477,33,30.932,-81.305,8,1990,0.315124218567246
1990479,33,30.882,-81.312,8,1990,0.206265459619776
1990481,31,30.765,-81.408,7,1990,0.881172952579011
1990483,31,30.752,-81.435,6,1990,1.24345551345543
1990485,31,30.773,-81.4,7,1990,0.350207955317437
1990487,23,28.95,-80.823,9,1990,0.0423449427827625
1990489,23,29.02,-80.868,9,1990,0.178945363258228
1990491,25,29.232,-80.997,7,1990,0.220669524881826
1990493,25,29.38,-81.067,8,1990,0.691884962830031
1990495,27,29.6,-81.17,8,1990,1.32443058307229
1990497,27,29.76,-81.237,8,1990,4.80660527073289
1990499,29,29.96,-81.292,9,1990,1.32884830615746
1990501,29,30.33,-81.382,9,1990,0.341027098600915
1990503,35,31.217,-81.233,5,1990,0.523766799768524
1990505,35,31.308,-81.2,6,1990,0.373765578839557
1990507,35,31.38,-81.155,9,1990,0.201062587542098
1990509,37,31.43,-81.107,10,1990,0.130093496606769
1990511,37,31.453,-81.088,9,1990,0.148419204444538
1990513,37,31.582,-81.07,6,1990,0.197584877956494
1990515,37,31.585,-81.09,6,1990,0.179958490423279
1990519,53,33.817,-78.557,8,1990,0.679025686364298
1990521,53,33.803,-78.617,7,1990,0.643812714983156
1990523,53,33.79,-78.638,8,1990,0.492028295367121
1990525,53,33.79,-78.683,8,1990,0.0834259628463873
1990527,51,33.608,-78.923,8,1990,0.0139912146432301
1990529,51,33.415,-79.097,7,1990,0.13261432708609
1990531,51,33.373,-79.12,8,1990,0.100430760150633
1990533,51,33.353,-79.108,7,1990,0.0156981642957514
1990535,51,33.345,-79.117,7,1990,0.0077464558796068
1990537,51,33.32,-79.12,8,1990,0.0068337023682855
1990539,39,31.85,-80.888,9,1990,0.455410969085195
1990541,39,31.968,-80.752,9,1990,0.0230546102070679
1990543,41,32.072,-80.752,7,1990,0.2790551070185
1990545,41,32.172,-80.53,7,1990,0.889272245221395
1990547,41,32.237,-80.532,6,1990,0.68960567904479
1991367,45,32.627,-79.883,8,1991,0.101380907528652
1991369,45,32.597,-79.95,6,1991,0.317605107702336
1991371,43,32.548,-80.07,7,1991,0.274387848382426
1991373,43,32.495,-80.16,9,1991,0.179658081200749
1991375,43,32.407,-80.277,9,1991,0.064980837671293
1991377,33,31.058,-81.29,10,1991,0.253034901538335
1991379,33,30.943,-81.313,9,1991,0.17659654292686
1991381,47,32.807,-79.673,8,1991,0.188854418655775
1991383,47,32.84,-79.645,8,1991,0.191567666086402
1991385,47,32.898,-79.51,8,1991,0.0370186763621145
1991387,47,32.918,-79.432,8,1991,0
1991389,49,32.955,-79.377,7,1991,0.0564638646457703
1991391,51,33.302,-79.122,9,1991,0
1991393,51,33.323,-79.12,9,1991,0
1991395,51,33.32,-79.118,10,1991,0.0002559302803759
1991397,49,33.222,-79.135,9,1991,0.107880882349736
1991399,49,33.137,-79.148,9,1991,0.0098308415800668
1991401,49,33.068,-79.155,10,1991,0
1991403,49,33.05,-79.098,9,1991,0
1991405,49,33.058,-79.147,8,1991,0
1991407,49,33,-79.262,9,1991,0
1991413,57,33.712,-77.887,8,1991,0
1991415,57,33.737,-77.898,8,1991,0.0154318816093411
1991417,57,33.79,-77.913,8,1991,0.021452717396221
1991419,57,33.908,-77.915,9,1991,0
1991421,59,34.048,-77.873,11,1991,0
1991423,59,34.195,-77.768,8,1991,0
1991425,67,35.133,-75.842,10,1991,0
1991429,67,35.093,-75.933,9,1991,0.0907625917256686
1991433,65,34.985,-76.105,9,1991,0
1991435,65,34.803,-76.33,9,1991,0.0101978392090953
1991437,63,34.653,-76.618,8,1991,0.0133083223983229
1991439,63,34.502,-76.498,10,1991,0
1991441,61,34.61,-77.118,10,1991,0
1991445,51,33.343,-79.12,8,1991,0
1991447,51,33.352,-79.108,8,1991,0
1991449,51,33.37,-79.12,8,1991,0
1991451,51,33.418,-79.1,8,1991,0
1991453,51,33.608,-78.928,9,1991,0
1991455,55,33.782,-77.968,9,1991,0
1991459,55,33.895,-78.192,9,1991,0.0011035476523193
1991461,55,33.887,-78.285,10,1991,0
1991463,55,33.887,-78.328,9,1991,0.0007631501404588
1991469,53,33.818,-78.553,9,1991,0.144700993722417
1991471,53,33.802,-78.613,8,1991,0.053746687380311
1991473,53,33.79,-78.64,9,1991,0.0374192526689531
1991475,53,33.792,-78.685,9,1991,0.016491269171843
1991479,39,31.968,-80.75,10,1991,0.004065474165734
1991481,39,31.853,-80.885,9,1991,0.24514669946638
1991483,37,31.592,-81.053,9,1991,0.034293763263684
1991485,37,31.587,-81.088,8,1991,0.330659074475053
1991487,37,31.465,-81.08,11,1991,0.0072514000614539
1991489,37,31.442,-81.09,11,1991,0.0136677936786796
1991491,35,31.388,-81.145,8,1991,0.0153386101912846
1991493,21,28.91,-80.795,9,1991,0.879186649365298
1991495,21,28.923,-80.807,8,1991,1.04983467332671
1991497,23,28.948,-80.822,9,1991,0.384860904111436
1991499,23,29.01,-80.863,8,1991,1.67325800631069
1991501,25,29.233,-80.997,7,1991,0.974615217165581
1991503,25,29.38,-81.068,9,1991,0.177217265974082
1991505,27,29.598,-81.172,8,1991,0.274755489318644
1991507,27,29.758,-81.237,7,1991,0.492516796272273
1991509,29,29.958,-81.292,10,1991,0.912664427697158
1991511,29,30.33,-81.382,9,1991,1.28067512300074
1991513,31,30.775,-81.398,7,1991,0.243745167358558
1991515,31,30.763,-81.41,8,1991,0.878990814022637
1991517,31,30.752,-81.435,7,1991,0.575328676638931
1991519,33,30.883,-81.31,9,1991,1.63596596417121
1991521,33,30.933,-81.305,10,1991,0.215599268306355
1991523,35,31.215,-81.233,7,1991,0.260135580103973
1991525,35,31.293,-81.197,9,1991,0.301554773346202
1991527,41,32.072,-80.752,8,1991,0.287625884784184
1991529,41,32.173,-80.53,7,1991,0.22602209003451
1991531,41,32.235,-80.532,6,1991,0.556494364215938
1991533,41,32.277,-80.467,6,1991,0.462098470797521
1991535,41,32.293,-80.387,8,1991,0.282553644635146
1992367,47,32.807,-79.673,8,1992,0.0198666257604759
1992369,47,32.83,-79.657,8,1992,0.0203782102692006
1992371,47,32.888,-79.515,8,1992,0.03097250840817
1992373,47,32.91,-79.437,9,1992,0
1992375,49,32.947,-79.388,7,1992,0.0708191901715585
1992377,49,32.983,-79.267,9,1992,0
1992379,49,33.058,-79.147,9,1992,0
1992381,59,34.18,-77.777,10,1992,0.0017479417882337
1992389,61,34.448,-77.455,9,1992,0.12994162824962
1992391,61,34.605,-77.137,9,1992,0.0544524951397785
1992393,67,35.135,-75.845,10,1992,0.0452102388239849
1992397,67,35.093,-75.932,9,1992,0.0051498592550926
1992401,65,34.983,-76.103,9,1992,0
1992403,65,34.802,-76.332,9,1992,0
1992409,63,34.493,-76.493,7,1992,0
1992413,63,34.652,-76.6,7,1992,0.0099669176082676
1992421,59,34.059,-77.855,9,1992,0
1992423,57,33.912,-77.897,10,1992,0
1992425,57,33.8,-77.918,8,1992,0.0271175390649328
1992427,57,33.748,-77.898,9,1992,0
1992429,57,33.722,-77.892,8,1992,0
1992435,49,33.043,-79.11,7,1992,0
1992437,49,33.06,-79.163,8,1992,0
1992439,49,33.127,-79.16,8,1992,0.154791721138039
1992441,49,33.213,-79.117,9,1992,0
1992443,51,33.302,-79.122,10,1992,0
1992445,51,33.305,-79.12,11,1992,0
1992447,51,33.325,-79.12,9,1992,0
1992449,51,33.343,-79.12,9,1992,0
1992451,51,33.353,-79.107,9,1992,0
1992453,55,33.783,-77.967,8,1992,0
1992457,55,33.895,-78.19,8,1992,0.0023577954132995
1992459,55,33.887,-78.287,9,1992,0.0155305205579536
1992461,55,33.887,-78.33,9,1992,0.0121379590088307
1992467,53,33.818,-78.555,9,1992,0.0516270985715778
1992469,53,33.8,-78.615,8,1992,0
1992471,53,33.788,-78.64,8,1992,0
1992473,53,33.79,-78.683,8,1992,0
1992475,51,33.608,-78.93,8,1992,0
1992477,51,33.417,-79.098,8,1992,0
1992479,51,33.385,-79.117,8,1992,0
1992481,43,32.405,-80.292,8,1992,0.220852745352895
1992483,43,32.395,-80.287,9,1992,0.108623556703392
1992485,43,32.492,-80.177,9,1992,0.265986870627469
1992487,43,32.553,-80.09,7,1992,0.527131494696439
1992489,45,32.597,-79.95,6,1992,0.202660584300277
1992491,45,32.622,-79.893,8,1992,0.156935510185403
1992493,37,31.592,-81.053,9,1992,0.259367687187344
1992495,37,31.587,-81.088,8,1992,0.317272214582163
1992497,37,31.465,-81.08,11,1992,0.0491069557639008
1992499,37,31.443,-81.092,11,1992,0.0043967702369275
1992501,35,31.388,-81.143,8,1992,0.0062563082179072
1992503,35,31.307,-81.2,7,1992,0.234011411129135
1992505,35,31.215,-81.233,6,1992,0.183284324171108
1992507,33,31.057,-81.292,7,1992,0.427810601161001
1992509,33,30.947,-81.305,8,1992,0.089166109683037
1992511,21,28.91,-80.795,11,1992,0.869556767864148
1992513,21,28.922,-80.807,6,1992,1.03695761372931
1992515,23,28.948,-80.822,10,1992,0.637737154586693
1992517,23,29.01,-80.863,8,1992,1.042253500253
1992519,25,29.235,-80.998,6,1992,1.73539918656138
1992521,25,29.38,-81.068,8,1992,1.1306778887395
1992523,27,29.6,-81.17,10,1992,3.0224285656351
1992525,27,29.76,-81.238,7,1992,1.35005295491792
1992527,29,29.96,-81.292,10,1992,1.11351088570839
1992529,29,30.332,-81.382,8,1992,0.623958023556622
1992531,39,31.843,-80.895,9,1992,0.0338739995167818
1992533,39,31.967,-80.765,10,1992,0
1992535,41,32.063,-80.763,8,1992,0.0636795634998366
1992537,41,32.173,-80.53,9,1992,0.0225122546566647
1992539,41,32.237,-80.53,7,1992,0.0191888992068787
1992541,41,32.277,-80.465,6,1992,0.233694768072649
1992545,31,30.763,-81.422,8,1992,1.93443280626709
1992547,31,30.753,-81.417,8,1992,1.01609608401495
1992549,31,30.775,-81.4,7,1992,0.365075799285826
1992551,33,30.883,-81.312,10,1992,0.154804108462763
1992553,33,30.927,-81.315,7,1992,0.237999236058033
1993367,47,32.807,-79.673,8,1993,0.356172807113961
1993369,47,32.83,-79.657,7,1993,0.233330507582347
1993371,47,32.888,-79.515,7,1993,0.403224823437219
1993373,47,32.91,-79.437,8,1993,0.09020724424934
1993375,49,32.947,-79.387,7,1993,0.0441530218822054
1993377,59,34.187,-77.79,9,1993,0.0064235760438047
1993385,61,34.458,-77.467,10,1993,0.36100217313964
1993387,61,34.617,-77.147,8,1993,0.137760194359789
1993391,63,34.497,-76.498,10,1993,0
1993395,63,34.665,-76.612,6,1993,0
1993399,67,35.135,-75.84,10,1993,1.08824654986242
1993403,67,35.098,-75.938,9,1993,1.28045693325108
1993405,65,34.992,-76.112,8,1993,0.0338214671078009
1993407,65,34.81,-76.34,10,1993,0
1993417,59,34.048,-77.86,8,1993,0
1993419,49,33.218,-79.138,8,1993,0.140962793134879
1993421,49,33.135,-79.15,9,1993,0.0943793826875415
1993423,49,33.067,-79.157,9,1993,0
1993425,49,33.07,-79.162,9,1993,0
1993427,49,33.048,-79.1,8,1993,0
1993429,49,32.993,-79.265,9,1993,0
1993431,45,32.627,-79.883,9,1993,0.190611241930746
1993433,45,32.597,-79.95,7,1993,0.208242211058176
1993435,43,32.55,-80.072,8,1993,0.0507775877860614
1993437,43,32.495,-80.158,9,1993,0.0913280458168828
1993439,43,32.405,-80.292,7,1993,0.295180252518213
1993441,33,31.055,-81.29,8,1993,0.159282979601793
1993443,33,30.93,-81.303,10,1993,0.202696782057671
1993445,33,30.94,-81.312,9,1993,0.177838174035429
1993447,33,30.897,-81.313,10,1993,0.0481484890952659
1993449,31,30.782,-81.383,6,1993,0.0838338634156205
1993451,31,30.76,-81.408,9,1993,0.376902693509615
1993453,31,30.75,-81.433,7,1993,0.336614773040396
1993455,21,28.905,-80.797,7,1993,0
1993457,21,28.92,-80.808,6,1993,0
1993459,23,28.945,-80.823,10,1993,0
1993461,23,29.007,-80.863,8,1993,0.0306462961512124
1993463,25,29.228,-80.998,5,1993,0
1993465,25,29.378,-81.068,9,1993,0.0269406701744401
1993467,27,29.595,-81.17,9,1993,0.0026067793268852
1993469,27,29.757,-81.237,6,1993,0.0647436847063584
1993471,29,29.957,-81.29,10,1993,0.506007315143325
1993473,29,30.327,-81.382,9,1993,0.0497258728504389
1993475,43,32.405,-80.277,9,1993,0.0169127481860857
1993477,41,32.298,-80.368,8,1993,0.0341746368638844
1993479,41,32.278,-80.443,7,1993,0.167382005785908
1993481,41,32.238,-80.507,8,1993,0.227030016956907
1993483,41,32.187,-80.532,9,1993,0.022512264304222
1993485,41,32.06,-80.76,8,1993,0.0600344793516812
1993487,35,31.213,-81.232,7,1993,0.302420383376238
1993489,35,31.29,-81.195,9,1993,0.173055505203361
1993491,35,31.377,-81.155,9,1993,0.0396428789097257
1993493,37,31.432,-81.102,8,1993,0.0147365035254838
1993495,37,31.453,-81.087,8,1993,0.0076833586257728
1993497,37,31.57,-81.072,6,1993,0.210043499472888
1993499,37,31.582,-81.068,6,1993,0.28286855993697
1993501,39,31.842,-80.89,10,1993,0.0979645932709315
1993503,39,31.965,-80.765,10,1993,0
1993505,51,33.602,-78.937,9,1993,0
1993507,53,33.792,-78.685,9,1993,0.0557908838972398
1993509,53,33.79,-78.658,9,1993,0.0811647344100301
1993511,53,33.808,-78.632,8,1993,0.0301052588782063
1993513,53,33.822,-78.557,9,1993,0.0523297440875709
1993515,55,33.888,-78.345,9,1993,0.157419735629934
1993517,55,33.89,-78.303,9,1993,0.155310667623778
1993519,55,33.897,-78.195,8,1993,0.644351222308919
1993521,57,33.908,-77.92,10,1993,0.0018471387442244
1993523,57,33.8,-77.922,9,1993,0.123137900655414
1993525,57,33.743,-77.903,10,1993,0.0679020843636464
1993527,57,33.72,-77.897,9,1993,0.0370790812686801
1993533,55,33.77,-77.965,8,1993,0.146834480291708
1993541,51,33.415,-79.098,9,1993,0
1993543,51,33.385,-79.118,8,1993,0.0523522696986066
1993545,51,33.358,-79.122,8,1993,0.0454522931933888
1993547,51,33.348,-79.105,9,1993,0.0894627707379294
1993549,51,33.327,-79.12,8,1993,0.16914942742016
1993551,51,33.32,-79.122,8,1993,0.28633263380627
1993553,51,33.302,-79.123,9,1993,0.285041050090866
1994367,47,32.807,-79.673,8,1994,0.369315459929217
1994369,47,32.83,-79.655,7,1994,0.151990514108089
1994371,47,32.888,-79.515,7,1994,0.0538556466181722
1994373,47,32.912,-79.437,8,1994,0.104144864431397
1994375,49,32.947,-79.388,7,1994,0.168848453689666
1994377,49,32.983,-79.268,9,1994,0.0224545439603922
1994383,55,33.77,-77.965,8,1994,0.0012125600635731
1994387,55,33.897,-78.195,8,1994,0.0375927498977644
1994389,51,33.323,-79.122,9,1994,0.0286542940550558
1994391,51,33.32,-79.12,11,1994,0.0139612543079298
1994393,51,33.303,-79.123,10,1994,0.0237949765127454
1994395,49,33.22,-79.137,9,1994,0.143889046212057
1994397,49,33.135,-79.152,9,1994,0.023748214399544
1994399,49,33.067,-79.158,10,1994,0.000965048628994
1994401,49,33.067,-79.16,8,1994,0
1994403,49,33.048,-79.1,8,1994,0
1994405,57,33.708,-77.89,8,1994,0
1994407,57,33.733,-77.903,8,1994,0
1994409,57,33.788,-77.92,7,1994,0.0662364740243137
1994411,57,33.907,-77.92,9,1994,0.001818748636241
1994413,59,34.04,-77.867,7,1994,0.0235694822123583
1994417,59,34.198,-77.782,8,1994,0.210760333986311
1994421,67,35.14,-75.843,12,1994,0.167492042034949
1994427,67,35.098,-75.938,9,1994,0.147111417048185
1994429,65,34.992,-76.113,9,1994,0.214274865680749
1994431,65,34.812,-76.34,9,1994,0.266356145625467
1994437,63,34.508,-76.508,10,1994,0
1994441,63,34.662,-76.612,8,1994,0
1994447,61,34.62,-77.128,11,1994,0
1994449,61,34.458,-77.467,9,1994,0.0149245250212686
1994455,55,33.89,-78.292,10,1994,0.050531936983383
1994457,55,33.89,-78.33,10,1994,0.134040627001048
1994463,53,33.82,-78.557,9,1994,0.256230816826981
1994465,53,33.805,-78.617,8,1994,0.0875042080821066
1994467,53,33.792,-78.643,8,1994,0.0358389736355977
1994469,53,33.792,-78.687,8,1994,0.0166797487940278
1994471,51,33.618,-78.925,9,1994,0
1994473,51,33.413,-79.097,9,1994,0
1994475,51,33.387,-79.118,8,1994,0
1994477,51,33.347,-79.122,9,1994,0
1994479,51,33.355,-79.108,9,1994,0.0056815366491736
1994481,45,32.628,-79.883,9,1994,0.189618974890308
1994483,45,32.603,-79.94,7,1994,0.856964756469741
1994485,43,32.548,-80.072,8,1994,0.254898416260363
1994487,43,32.495,-80.16,9,1994,0.403777131430982
1994489,31,30.76,-81.422,8,1994,0.825135163299475
1994491,31,30.76,-81.407,8,1994,0.885309077125023
1994493,31,30.775,-81.397,8,1994,0.564557998763301
1994495,33,30.882,-81.31,10,1994,0.322856124047105
1994497,33,30.923,-81.315,8,1994,0.172196085700543
1994499,33,30.928,-81.303,10,1994,0.288348115890235
1994501,33,31.038,-81.298,9,1994,0.736027771986152
1994503,35,31.213,-81.232,6,1994,0.386384428414835
1994505,35,31.292,-81.197,8,1994,0.376943257600146
1994507,43,32.403,-80.275,10,1994,0.251889286577059
1994509,43,32.403,-80.293,8,1994,0.302442905704711
1994511,41,32.298,-80.367,8,1994,0
1994513,41,32.28,-80.443,6,1994,1.08444182939038
1994515,41,32.238,-80.507,7,1994,0.429774290281122
1994517,41,32.188,-80.532,8,1994,0.0861463978767762
1994519,41,32.067,-80.75,9,1994,0.65472469990044
1994521,29,30.328,-81.382,9,1994,0.309419708974605
1994523,29,29.968,-81.297,9,1994,0.591157776548872
1994525,27,29.773,-81.24,9,1994,0.296616758658664
1994527,27,29.605,-81.175,7,1994,0.460072761492579
1994529,21,28.907,-80.798,9,1994,0.007317716550698
1994531,21,28.92,-80.807,8,1994,0.0120171768277139
1994533,23,28.945,-80.823,10,1994,0.0239539017338301
1994535,23,29.007,-80.865,7,1994,1.89553016935277
1994537,25,29.228,-80.997,5,1994,0.837586483858638
1994539,25,29.377,-81.068,8,1994,1.02455553822508
1994541,35,31.377,-81.155,10,1994,0.0455471905857007
1994543,37,31.428,-81.105,10,1994,0.0048817983767189
1994545,37,31.453,-81.087,10,1994,0
1994547,37,31.572,-81.073,8,1994,0.413743605988976
1994549,37,31.582,-81.07,8,1994,0.192004123928753
1994551,39,31.843,-80.893,8,1994,0.216044228847988
1994553,39,31.965,-80.763,7,1994,0.149902105461359
1995377,49,32.983,-79.268,9,1995,0.0010854240814582
1995379,49,33.062,-79.163,8,1995,0
1995381,49,33.065,-79.162,8,1995,0
1995383,49,33.045,-79.11,7,1995,0
1995385,49,33.127,-79.16,8,1995,0.105890878725
1995387,49,33.22,-79.138,8,1995,0.0822143375925356
1995389,51,33.302,-79.125,9,1995,0.0339801434299136
1995391,51,33.325,-79.122,9,1995,0.0272893864874886
1995393,51,33.32,-79.122,10,1995,0.0058759595189809
1995399,57,33.71,-77.893,6,1995,0
1995401,57,33.735,-77.902,8,1995,0.0081213234381842
1995403,57,33.79,-77.915,8,1995,0
1995405,57,33.907,-77.92,9,1995,0
1995407,59,34.038,-77.872,8,1995,0
1995411,59,34.188,-77.79,10,1995,0
1995415,67,35.15,-75.833,8,1995,0.624390081683113
1995417,67,35.088,-75.95,8,1995,0.788973957168515
1995421,65,34.992,-76.112,9,1995,0.134792743815171
1995423,65,34.812,-76.34,10,1995,0.360715497663188
1995427,51,33.347,-79.102,10,1995,0.0078778850096696
1995429,51,33.373,-79.123,9,1995,0.0394012487999087
1995431,51,33.415,-79.097,8,1995,0.146057173788498
1995433,51,33.457,-79.055,8,1995,0.0821697763424944
1995435,51,33.6,-78.938,7,1995,0
1995437,53,33.78,-78.677,10,1995,0.059261275704426
1995439,53,33.792,-78.642,9,1995,0.0201265886501666
1995441,53,33.805,-78.618,9,1995,0.0594981814936967
1995443,53,33.822,-78.558,10,1995,0.0943730786256532
1995445,55,33.888,-78.343,9,1995,0.0503705854098094
1995447,55,33.89,-78.303,9,1995,0.132264568557024
1995449,55,33.898,-78.212,8,1995,0.0606847620246001
1995453,63,34.497,-76.498,10,1995,0.0069479509983147
1995457,63,34.663,-76.613,8,1995,0.383739367107769
1995463,61,34.62,-77.13,10,1995,0.156379768805705
1995465,61,34.46,-77.465,10,1995,0.22453644897876
1995473,47,32.89,-79.515,8,1995,0.339042744153294
1995475,47,32.91,-79.438,8,1995,0.254486877649992
1995477,49,32.948,-79.388,7,1995,0.141643723918584
1995479,47,32.84,-79.648,7,1995,0.444754439125303
1995481,47,32.815,-79.665,8,1995,0.272017418501294
1995483,45,32.627,-79.882,9,1995,0.0051643495898274
1995485,45,32.605,-79.937,7,1995,0.0078091245680639
1995487,43,32.548,-80.072,8,1995,0.197876589642131
1995489,43,32.495,-80.16,9,1995,0.345948467487128
1995491,43,32.405,-80.277,8,1995,0.0439900320068623
1995493,43,32.398,-80.307,7,1995,0.147036223569
1995495,41,32.297,-80.37,9,1995,0.0095557763876744
1995497,29,30.343,-81.38,9,1995,0.523019120976287
1995499,29,29.968,-81.297,8,1995,0.575850164506425
1995501,27,29.772,-81.24,10,1995,0.62535471667518
1995503,27,29.607,-81.177,7,1995,0.3654660273548
1995505,25,29.392,-81.077,7,1995,0.158184389871368
1995507,21,28.907,-80.797,10,1995,0.633871609461988
1995509,21,28.92,-80.808,7,1995,0.128798414557663
1995511,23,28.945,-80.822,10,1995,0.229497021482292
1995513,23,29.007,-80.865,6,1995,0.309751692779984
1995515,25,29.23,-80.997,6,1995,0.0152473505854262
1995517,31,30.752,-81.415,10,1995,0.528050737507173
1995519,31,30.76,-81.423,9,1995,0.600574439545539
1995521,31,30.773,-81.398,8,1995,0.310481870091335
1995523,33,30.882,-81.31,10,1995,0.160779720532161
1995525,33,30.928,-81.305,9,1995,0.153981833616071
1995527,33,30.923,-81.313,7,1995,0.117112674626384
1995529,33,31.04,-81.298,8,1995,0.42510329758518
1995531,35,31.213,-81.233,5,1995,0.607548326476841
1995533,39,31.842,-80.893,10,1995,0.134688093342076
1995535,39,31.965,-80.762,10,1995,0.0007634328300593
1995537,41,32.063,-80.76,9,1995,0.355808962895112
1995539,41,32.172,-80.528,9,1995,0
1995541,41,32.235,-80.528,7,1995,0.0806146706386076
1995543,41,32.275,-80.463,6,1995,0.10372891199185
1995545,35,31.29,-81.193,8,1995,0.393457000131781
1995547,35,31.375,-81.155,8,1995,0.161310794731065
1995549,37,31.428,-81.107,9,1995,0.0033746312548713
1995551,37,31.45,-81.088,9,1995,0
